author_name,quote_text,quote_furigana,category_name
ベン・ホロウィッツ,大きく夢見ることではなく、夢が悪夢に変わり冷や汗を流して深夜に目覚めるときが本当に難しいのだ。,おおきくゆめみることではなく、ゆめがあくむにかわりひやあせをながしてしんやにめざめるときがほんとうにむずかしいのだ。,逆境
ベン・ホロウィッツ,何かを隠すと相手は自分を操ろうとしているんじゃないかと疑い始める。,なにかをかくすとあいてはじぶんをあやつろうとしているんじゃないかとうたがいはじめる。,信頼
ベン・ホロウィッツ,社内政治とは、自分の能力による会社への貢献以外の要素で、地位向上を得ようとするすべての行動だ。,しゃないせいじとは、じぶんののうりょくによるかいしゃへのこうけんいがいのようそで、ちいこうじょうをえようとするすべてのこうどうだ。,チームワーク
ベン・ホロウィッツ,実績評価と給与査定、会社組織のデザインと責任分野、昇進に関して、統一的な基準を持つことが重要だ。,じっせきひょうかときゅうよさてい、かいしゃそしきのでざいんとせきにんぶんや、しょうしんにかんして、とういつてきなきじゅんをもつことがじゅうようだ。,リーダーシップ
ベン・ホロウィッツ,安いものは花さ。高いものは離婚だ。離婚は高くつくぞ。,やすいものははなさ。たかいものはりこんだ。りこんはたかくつくぞ。,家族
ベン・ホロウィッツ,ベンチャー企業経営は、9割はつらいことで占められるという。,べんちゃーきぎょうけいえいは、きゅうわりはつらいことでしめられるという。,起業
ベン・ホロウィッツ,CEOが直面する問題の数々は、規模の大小の違いはあれ、多くのベンチャー企業が遭遇することになる現実そのものだ。,しーいーおーがちょくめんするもんだいのかずかずは、きぼのだいしょうのちがいはあれ、おおくのべんちゃーきぎょうがそうぐうすることになるげんじつそのものだ。,起業
ベン・ホロウィッツ,苦難を乗り越えた者だけが成功を手にすることができる。,くなんをのりこえたもののみがせいこうをてにすることができる。,成功
ベン・ホロウィッツ,ビジョンをいきいきと描写できる能力が、困難な状況を乗り越える力となる。,びじょんをいきいきとびょうしゃできるのうりょくが、こんなんなじょうきょうをのりこえるちからとなる。,リーダーシップ
ベン・ホロウィッツ,企業文化は、中長期では最も大切なテーマである。,きぎょうぶんかは、ちゅうちょうきではもっともたいせつなてーまである。,チームワーク
セコイア・キャピタル,持続可能な企業を築くことが、私たちの使命である。,じぞくかのうなきぎょうをきずくことが、わたしたちのしめいである。,環境
セコイア・キャピタル,長期的な企業成長を支援することで、業界全体の発展に貢献する。,ちょうきてきなきぎょうせいちょうをしえんすることで、ぎょうかいぜんたいのはってんにこうけんする。,進歩
セコイア・キャピタル,最も影響力のある投資は、人とアイデアに対する投資である。,もっともえいきょうりょくのあるとうしは、ひととあいでぃあにたいするとうしである。,起業
セコイア・キャピタル,偉大な企業は、優れた起業家と革新的な技術から生まれる。,いだいなきぎょうは、すぐれたきぎょうかとかくしんてきなぎじゅつからうまれる。,起業
セコイア・キャピタル,シリコンバレーの標準を確立し、多くの投資会社に影響を与えてきた。,しりこんばれーのひょうじゅんをかくりつし、おおくのとうしがいしゃにえいきょうをあたえてきた。,リーダーシップ
セコイア・キャピタル,革新的なテクノロジーを持つスタートアップを見極めることが、投資成功の鍵である。,かくしんてきなてくのろじーをもつすたーとあっぷをみきわめることが、とうしせいこうのかぎである。,技術革新
セコイア・キャピタル,長期的な視点を持つことで、短期的な変動に惑わされることなく投資判断を行う。,ちょうきてきなしてんをもつことで、たんきてきなへんどうにまどわされることなくとうしはんだんをおこなう。,効率化
セコイア・キャピタル,起業家の情熱と実行力を評価し、彼らの成功を支援する。,きぎょうかのじょうねつとじっこうりょくをひょうかし、かれらのせいこうをしえんする。,友情
セコイア・キャピタル,世界を変える力を持つ企業への投資を通じて、社会にポジティブな影響を与える。,せかいをかえるちからをもつきぎょうへのとうしをつうじて、しゃかいにぽじてぃぶなえいきょうをあたえる。,感謝
セコイア・キャピタル,多くの成功企業を輩出してきた経験から、勝利の方程式を見つけ出す。,おおくのせいこうきぎょうをはいしゅつしてきたけいけんから、しょうりのほうていしきをみつけだす。,成功
セコイア・キャピタル,起業家のビジョンと市場の需要を適切に結び付けることが重要である。,きぎょうかのびじょんとしじょうのじゅようをてきせつにむすびつけることがじゅうようである。,効率化
セコイア・キャピタル,投資先企業の成長段階に応じて、適切な支援を提供する。,とうしさききぎょうのせいちょうだんかいにおうじて、てきせつなしえんをていきょうする。,進歩
セコイア・キャピタル,業界の変化を予測し、次世代の成長分野を見極めることが投資の成功につながる。,ぎょうかいのへんかをよそくし、じせだいのせいちょうぶんやをみきわめることがとうしのせいこうにつながる。,未来
セコイア・キャピタル,最も価値のある投資は、人々の生活を改善するテクノロジーへの投資である。,もっともかちのあるとうしは、ひとびとのせいかつをかいぜんするてくのろじーへのとうしである。,感謝
セコイア・キャピタル,投資家として、企業の持続可能な成長と社会への貢献を両立させることを目指す。,とうしかとして、きぎょうのじぞくかのうなせいちょうとしゃかいへのこうけんをりょうりつさせることをめざす。,環境
セコイア・キャピタル,優れた経営チームと革新的な製品が、成功する企業の必要条件である。,すぐれたけいえいちーむとかくしんてきなせいひんが、せいこうするきぎょうのひつようじょうけんである。,成功
レイド・ホフマン,プロフェッショナルネットワーキングの概念を確立し、キャリア開発の方法を変えた。,ぷろふぇっしょなるねっとわーきんぐのがいねんをかくりつし、きゃりああかいはつのほうほうをかえた。,目標設定
レイド・ホフマン,個人のキャリア戦略において、自分自身をスタートアップのように考えよ。,こじんのきゃりあせんりゃくにおいて、じぶんじしんをすたーとあっぷのようにかんがえよ。,目標設定
レイド・ホフマン,ネットワークは、機会を生み出す最も重要な資産である。,ねっとわーくは、きかいをうみだすもっともじゅうようなしさんである。,友情
レイド・ホフマン,投資家として、多くのテクノロジー企業を支援し、業界の発展に貢献している。,とうしかとして、おおくのてくのろじーきぎょうをしえんし、ぎょうかいのはってんにこうけんしている。,友情
レイド・ホフマン,成功するためには、常に学習し、適応し続けることが重要である。,せいこうするためには、つねにがくしゅうし、てきおうしつづけることがじゅうようである。,学び
レイド・ホフマン,起業家精神は、リスクを取り、失敗から学ぶ意欲から生まれる。,きぎょうかせいしんは、りすくをとり、しっぱいからまなぶいよくからうまれる。,起業
レイド・ホフマン,プロフェッショナルネットワーキング業界における創始者として、多くの関連サービスに影響を与えている。,ぷろふぇっしょなるねっとわーきんぐぎょうかいにおけるそうししゃとして、おおくのかんれんさーびすにえいきょうをあたえている。,リーダーシップ
レイド・ホフマン,個人の競争優位性は、知識とネットワークの組み合わせから生まれる。,こじんのきょうそうゆういせいは、ちしきとねっとわーくのくみあわせからうまれる。,成功
レイド・ホフマン,変化する世界において、自分自身を常にアップデートし続けることが重要である。,へんかするせかいにおいて、じぶんじしんをつねにあっぷでーとしつづけることがじゅうようである。,進歩
レイド・ホフマン,人とのつながりは、単なる人数ではなく、関係の質と相互価値によって決まる。,ひととのつながりは、たんなるにんずうではなく、かんけいのしつとそうごかちによってきまる。,友情
レイド・ホフマン,投資や起業において、長期的な視点を持つことが成功の鍵である。,とうしやきぎょうにおいて、ちょうきてきなしてんをもつことがせいこうのかぎである。,目標設定
レイド・ホフマン,個人のブランドを構築することは、キャリアの成功において重要な要素である。,こじんのぶらんどをこうちくすることは、きゃりあのせいこうにおいてじゅうようなようそである。,成功
レイド・ホフマン,技術革新は、人々の働き方とつながり方を根本的に変える。,ぎじゅつかくしんは、ひとびとのはたらきかたとつながりかたをこんぽんてきにかえる。,技術革新
レイド・ホフマン,優れた起業家は、問題を解決するだけでなく、新しい可能性を創造する。,すぐれたきぎょうかは、もんだいをかいけつするだけでなく、あたらしいかのうせいをそうぞうする。,創造性
レイド・ホフマン,起業家として、市場の需要を理解し、それに応える価値を提供することが重要である。,きぎょうかとして、しじょうのじゅようをりかいし、それにこたえるかちをていきょうすることがじゅうようである。,知識
レイド・ホフマン,成功する投資家は、起業家のビジョンと実行力を見極める能力を持つ。,せいこうするとうしかは、きぎょうかのびじょんとじっこうりょくをみきわめるのうりょくをもつ。,知識
レイド・ホフマン,人生の成功は、自分の価値を他人に提供できる能力によって決まる。,じんせいのせいこうは、じぶんのかちをたにんにていきょうできるのうりょくによってきまる。,感謝
ダン・ギルバート,オンライン住宅ローンサービスの革新により、金融業界に変革をもたらした。,おんらいんじゅうたくろーんさーびすのかくしんにより、きんゆうぎょうかいにへんかくをもたらした。,技術革新
ダン・ギルバート,デトロイトの再開発に積極的に投資し、地域経済の活性化に貢献している。,でとろいとのさいかいはつにせっきょくてきにとうしし、ちいきけいざいのかっせいかにこうけんしている。,感謝
ダン・ギルバート,成功する企業は、顧客の真のニーズを理解し、それを満たすサービスを提供する。,せいこうするきぎょうは、こきゃくのしんのにーずをりかいし、それをみたすさーびすをていきょうする。,知識
ダン・ギルバート,現代のフィンテック業界と都市再開発の分野で、多くの企業に影響を与えている。,げんだいのふぃんてっくぎょうかいととしさいかいはつのぶんやで、おおくのきぎょうにえいきょうをあたえている。,リーダーシップ
ダン・ギルバート,技術革新は、従来の業界の枠組みを超えて新しい価値を創造する。,ぎじゅつかくしんは、じゅうらいのぎょうかいのわくぐみをこえてあたらしいかちをそうぞうする。,技術革新
ダン・ギルバート,地域社会への投資は、長期的な成功と持続可能な成長のために不可欠である。,ちいきしゃかいへのとうしは、ちょうきてきなせいこうとじぞくかのうなせいちょうのためにふかけつである。,起業
ダン・ギルバート,起業家として、リスクを恐れず、新しい機会を追求することが重要である。,きぎょうかとして、りすくをおそれず、あたらしいきかいをついきゅうすることがじゅうようである。,効率化
ダン・ギルバート,金融サービスの民主化により、より多くの人々が住宅を購入できるようになった。,きんゆうさーびすのみんしゅかにより、よりおおくのひとびとがじゅうたくをこうにゅうできるようになった。,感謝
ダン・ギルバート,成功する投資家は、短期的な利益よりも長期的な価値創造に焦点を当てる。,せいこうするとうしかは、たんきてきなりえきよりもちょうきてきなかちそうぞうにしょうてんをあてる。,目標設定
ダン・ギルバート,優れたリーダーは、チームの才能を最大限に活用し、共通の目標に向かって導く。,すぐれたりーだーは、ちーむのさいのうをさいだいげんにかつようし、きょうつうのもくひょうにむかってみちびく。,リーダーシップ
ダン・ギルバート,都市再開発は、単なる建物の改築ではなく、コミュニティ全体の復活である。,としさいかいはつは、たんなるたてもののかいちくではなく、こみゅにてぃぜんたいのふっかつである。,進歩
ダン・ギルバート,顧客体験の向上は、すべてのビジネスにおいて最優先事項である。,こきゃくたいけんのこうじょうは、すべてのびじねすにおいてさいゆうせんじこうである。,感謝
ダン・ギルバート,変化を恐れず、常に改善と革新を追求することが、競争優位を維持する鍵である。,へんかをおそれず、つねにかいぜんとかくしんをついきゅうすることが、きょうそうゆういをいじするかぎである。,進歩
ダン・ギルバート,起業家精神は、困難な状況においても諦めない粘り強さから生まれる。,きぎょうかせいしんは、こんなんなじょうきょうにおいてもあきらめないねばりづよさからうまれる。,忍耐
ダン・ギルバート,社会的責任を果たすことは、企業の長期的な成功にとって不可欠である。,しゃかいてきせきにんをはたすことは、きぎょうのちょうきてきなせいこうにとってふかけつである。,感謝
ダン・ギルバート,成功する企業は、従業員の成長と発展を重視し、彼らの潜在能力を最大限に引き出す。,せいこうするきぎょうは、じゅうぎょういんのせいちょうとはってんをじゅうしし、かれらのせんざいのうりょくをさいだいげんにひきだす。,教養
ジェームズ・ダイソン,失敗は成功への道筋である。,しっぱいはせいこうへのみちすじである。,学び
ジェームズ・ダイソン,"5,126回の試作を経て、サイクロン掃除機を完成させた。",ごせんひゃくにじゅうろっかいのしさくをへて、さいくろんそうじきをかんせいさせた。,忍耐
ジェームズ・ダイソン,現代の製造業における革新と粘り強さの重要性を示し、多くの技術者起業家に影響を与えている。,げんだいのせいぞうぎょうにおけるかくしんとねばりづよさのじゅうようせいをしめし、おおくのぎじゅつしゃきぎょうかにえいきょうをあたえている。,技術革新
ジェームズ・ダイソン,エンジニアとしての技術力と起業家としての洞察力を兼ね備えることが重要である。,えんじにあとしてのぎじゅつりょくときぎょうかとしてのどうさつりょくをかねそなえることがじゅうようである。,技術革新
ジェームズ・ダイソン,掃除機の革新により、家電業界に変革をもたらした。,そうじきのかくしんにより、かでんぎょうかいにへんかくをもたらした。,技術革新
ジェームズ・ダイソン,真の発明は、既存の解決策に満足せず、より良い方法を見つけることから始まる。,しんのはつめいは、きぞんのかいけつさくにまんぞくせず、よりよいほうほうをみつけることからはじまる。,発明
ジェームズ・ダイソン,問題を解決するためには、従来の常識を疑い、新しいアプローチを試すことが必要である。,もんだいをかいけつするためには、じゅうらいのじょうしきをうたがい、あたらしいあぷろーちをためすことがひつようである。,創造性
ジェームズ・ダイソン,優れたデザインは、機能性と美しさの完璧な調和から生まれる。,すぐれたでざいんは、きのうせいとうつくしさのかんぺきなちょうわからうまれる。,表現
ジェームズ・ダイソン,発明家として、失敗を恐れず、常に改善を追求することが重要である。,はつめいかとして、しっぱいをおそれず、つねにかいぜんをついきゅうすることがじゅうようである。,進歩
ジェームズ・ダイソン,技術革新は、単純な疑問から始まり、複雑な解決策へと発展する。,ぎじゅつかくしんは、たんじゅんなぎもんからはじまり、ふくざつなかいけつさくへとはってんする。,技術革新
ジェームズ・ダイソン,成功するためには、他人の意見に惑わされず、自分の信念を貫くことが必要である。,せいこうするためには、たにんのいけんにまどわされず、じぶんのしんねんをつらぬくことがひつようである。,哲学
ジェームズ・ダイソン,製品開発において、ユーザーの実際の体験を重視することが最も重要である。,せいひんかいはつにおいて、ゆーざーのじっさいのたいけんをじゅうしすることがもっともじゅうようである。,感謝
ジェームズ・ダイソン,忍耐力は、発明家にとって最も重要な資質の一つである。,にんたいりょくは、はつめいかにとってもっともじゅうようなししつのひとつである。,忍耐
ジェームズ・ダイソン,優れた発明は、世界中の人々の生活を改善する力を持つ。,すぐれたはつめいは、せかいじゅうのひとびとのせいかつをかいぜんするちからをもつ。,感謝
ジェームズ・ダイソン,競争相手を恐れず、独自の道を歩むことが、真の革新を生み出す。,きょうそうあいてをおそれず、どくじのみちをあゆむことが、しんのかくしんをうみだす。,創造性
ジェームズ・ダイソン,完璧な製品は存在しない。常に改善の余地がある。,かんぺきなせいひんはそんざいしない。つねにかいぜんのよちがある。,努力
ジェームズ・ダイソン,学習は生涯続くプロセスであり、常に新しい知識を吸収することが重要である。,がくしゅうはしょうがいつづくぷろせすであり、つねにあたらしいちしきをきゅうしゅうすることがじゅうようである。,学び
サム・ウォルトン,毎日低価格で、お客様に価値を提供することが私たちの使命である。,まいにちていかかくで、おきゃくさまにかちをていきょうすることがわたしたちのしめいである。,感謝
サム・ウォルトン,従業員をアソシエイトと呼び、利益分配制度を導入した。,じゅうぎょういんをあそしえいととよび、りえきぶんぱいせいどをどうにゅうした。,チームワーク
サム・ウォルトン,現代の小売業界における効率化と従業員重視の経営手法の先駆者として、多くの小売企業に影響を与えている。,げんだいのこうりぎょうかいにおけるこうりつかとじゅうぎょういんじゅうしのけいえいしゅほうのせんくしゃとして、おおくのこうりきぎょうにえいきょうをあたえている。,技術革新
サム・ウォルトン,小売業の革新により、世界最大の小売チェーンを築いた。,こうりぎょうのかくしんにより、せかいさいだいのこうりちぇーんをきずいた。,技術革新
サム・ウォルトン,顧客を満足させることが、ビジネスの成功において最も重要な要素である。,こきゃくをまんぞくさせることが、びじねすのせいこうにおいてもっともじゅうようなようそである。,感謝
サム・ウォルトン,成功するためには、常に学習し、競合他社から学ぶことが重要である。,せいこうするためには、つねにがくしゅうし、きょうごうたしゃからまなぶことがじゅうようである。,学び
サム・ウォルトン,従業員の幸福が、顧客の幸福につながり、最終的にビジネスの成功をもたらす。,じゅうぎょういんのこうふくが、こきゃくのこうふくにつながり、さいしゅうてきにびじねすのせいこうをもたらす。,幸福
サム・ウォルトン,効率的な流通システムを構築することで、コストを削減し、顧客に価値を提供できる。,こうりつてきなりゅうつうしすてむをこうちくすることで、こすとをさくげんし、こきゃくにかちをていきょうできる。,効率化
サム・ウォルトン,謙虚であることは、成功し続けるために不可欠な資質である。,けんきょであることは、せいこうしつづけるためにふかけつなししつである。,哲学
サム・ウォルトン,小さな町からでも、大きな夢を実現することができる。,ちいさなまちからでも、おおきなゆめをじつげんすることができる。,希望
サム・ウォルトン,顧客の立場に立って考え、彼らが本当に求めているものを提供することが重要である。,こきゃくのたちばにたってかんがえ、かれらがほんとうにもとめているものをていきょうすることがじゅうようである。,感謝
サム・ウォルトン,革新的なアイデアは、日常的な問題から生まれることが多い。,かくしんてきなあいでぃあは、にちじょうてきなもんだいからうまれることがおおい。,創造性
サム・ウォルトン,成功には運も必要だが、準備と努力なしには運を活かすことはできない。,せいこうにはうんもひつようだが、じゅんびとどりょくなしにはうんをいかすことはできない。,努力
サム・ウォルトン,チームワークは、個人の能力を超えた成果を生み出す。,ちーむわーくは、こじんののうりょくをこえたせいかをうみだす。,チームワーク
サム・ウォルトン,地域社会に貢献することは、企業の責任であり、同時に成功の源泉でもある。,ちいきしゃかいにこうけんすることは、きぎょうのせきにんであり、どうじにせいこうのげんせんでもある。,感謝
サム・ウォルトン,優れたリーダーは、部下を信頼し、彼らの能力を最大限に引き出す。,すぐれたりーだーは、ぶかをしんらいし、かれらののうりょくをさいだいげんにひきだす。,リーダーシップ
サム・ウォルトン,失敗を恐れず、新しいことに挑戦することが成長の源である。,しっぱいをおそれず、あたらしいことにちょうせんすることがせいちょうのげんである。,挑戦
サム・ウォルトン,顧客の期待を上回るサービスを提供することが、競合他社との差別化になる。,こきゃくのきたいをうわまわるさーびすをていきょうすることが、きょうごうたしゃとのさべつかになる。,創造性
サム・ウォルトン,長期的な視点を持ち、短期的な利益にとらわれないことが重要である。,ちょうきてきなしてんをもち、たんきてきなりえきにとらわれないことがじゅうようである。,目標設定
サム・ウォルトン,変化を恐れず、時代に合わせて進化することが生き残りの鍵である。,へんかをおそれず、じだいにあわせてしんかすることがいきのこりのかぎである。,進歩
サム・ウォルトン,成功の秘訣は、常に顧客のことを第一に考えることである。,せいこうのひけつは、つねにこきゃくのことをだいいちにかんがえることである。,感謝
サム・ウォルトン,従業員が誇りを持って働ける環境を作ることが、企業の成功につながる。,じゅうぎょういんがほこりをもってはたらけるかんきょうをつくることが、きぎょうのせいこうにつながる。,幸福
サム・ウォルトン,競争相手を研究し、彼らの良い点を学ぶことで、自分たちも成長できる。,きょうそうあいてをけんきゅうし、かれらのよいてんをまなぶことで、じぶんたちもせいちょうできる。,学び
サム・ウォルトン,細かいことにも注意を払うことが、大きな成功の基盤となる。,こまかいことにもちゅういをはらうことが、おおきなせいこうのきばんとなる。,努力
サム・ウォルトン,誠実さは、ビジネスにおいて最も重要な資質の一つである。,せいじつさは、びじねすにおいてもっともじゅうようなししつのひとつである。,信頼
サム・ウォルトン,価格を下げることは、顧客への最高のサービスの一つである。,かかくをさげることは、こきゃくへのさいこうのさーびすのひとつである。,効率化
サム・ウォルトン,楽しみながら仕事をすることが、最高の成果を生み出す秘訣である。,たのしみながらしごとをすることが、さいこうのせいかをうみだすひけつである。,幸福
サム・ウォルトン,成功したからといって、初心を忘れてはならない。,せいこうしたからといって、しょしんをわすれてはならない。,哲学
サム・ウォルトン,従業員の意見に耳を傾けることで、新しいアイデアを発見できる。,じゅうぎょういんのいけんにみみをかたむけることで、あたらしいあいでぃあをはっけんできる。,友情
サム・ウォルトン,企業の成功は、社会全体の繁栄に貢献するべきである。,きぎょうのせいこうは、しゃかいぜんたいのはんえいにこうけんするべきである。,感謝
サム・ウォルトン,困難な時こそ、チーム一丸となって乗り越えることが重要である。,こんなんなときこそ、ちーむいちがんとなってのりこえることがじゅうようである。,逆境
サム・ウォルトン,最終的に、ビジネスの成功は人と人との信頼関係に基づいている。,さいしゅうてきに、びじねすのせいこうはひととひととのしんらいかんけいにもとづいている。,信頼
レイ・クロック,品質、サービス、清潔さ、価値。これらが成功の基盤である。,ひんしつ、さーびす、せいけつさ、かち。これらがせいこうのきばんである。,成功
レイ・クロック,標準化とは、どこでも同じ品質を提供することだ。,ひょうじゅんかとは、どこでもおなじひんしつをていきょうすることだ。,効率化
レイ・クロック,フランチャイズシステムは、共に成長するパートナーシップだ。,ふらんちゃいずしすてむは、ともにせいちょうするぱーとなーしっぷだ。,チームワーク
レイ・クロック,夢を持つことは誰にでもできる。しかし、それを実現するためには行動が必要だ。,ゆめをもつことはだれにでもできる。しかし、それをじつげんするためにはこうどうがひつようだ。,起業
レイ・クロック,顧客の満足こそが、私たちの最大の報酬である。,こきゃくのまんぞくこそが、わたしたちのさいだいのほうしゅうである。,成功
レイ・クロック,リーダーは部下の成功を支援し、共に成長する。,りーだーはぶかのせいこうをしえんし、ともにせいちょうする。,リーダーシップ
レイ・クロック,システムを作ることで、個人の能力に依存しない組織を築ける。,しすてむをつくることで、こじんののうりょくにいぞんしないそしきをきずける。,効率化
レイ・クロック,挑戦しなければ、何も変わらない。,ちょうせんしなければ、なにもかわらない。,挑戦
レイ・クロック,失敗は成功への階段である。諦めずに登り続けよう。,しっぱいはせいこうへのかいだんである。あきらめずにのぼりつづけよう。,逆境
レイ・クロック,目標を明確にし、それに向かって全力で取り組む。,もくひょうをめいかくにし、それにむかってぜんりょくでとりくむ。,目標設定
レイ・クロック,希望を持ち続けることで、困難も乗り越えられる。,きぼうをもちつづけることで、こんなんものりこえられる。,希望
レイ・クロック,一人の力は限られているが、チームの力は無限である。,ひとりのちからはかぎられているが、ちーむのちからはむげんである。,チームワーク
レイ・クロック,革新は既存の常識を疑うことから始まる。,かくしんはきぞんのじょうしきをうたがうことからはじまる。,起業
レイ・クロック,成功とは、他人の成功を支援することでもある。,せいこうとは、たにんのせいこうをしえんすることでもある。,成功
レイ・クロック,効率的な仕組みは、多くの人に価値を提供する。,こうりつてきなしくみは、おおくのひとにかちをていきょうする。,効率化
レイ・クロック,信頼は長い年月をかけて築かれ、一瞬で失われる。,しんらいはながいねんげつをかけてきずかれ、いっしゅんでうしなわれる。,信頼
レイ・クロック,真のリーダーは、自分の後継者を育てることができる。,しんのりーだーは、じぶんのこうけいしゃをそだてることができる。,リーダーシップ
イングヴァル・カンプラード,より良い暮らしをより多くの人に提供することが、私たちの使命である。,よりよいくらしをよりおおくのひとにていきょうすることが、わたしたちのしめいである。,成功
イングヴァル・カンプラード,家具の民主化により、すべての人が美しい住環境を得る権利がある。,かぐのみんしゅかにより、すべてのひとがうつくしいじゅうかんきょうをえるけんりがある。,起業
イングヴァル・カンプラード,フラットパックは、輸送コストを削減し、お客様に価値を提供する。,ふらっとぱっくは、ゆそうこすとをさくげんし、おきゃくさまにかちをていきょうする。,効率化
イングヴァル・カンプラード,無駄を省くことは、地球にも優しく、お客様にも優しい。,むだをはぶくことは、ちきゅうにもやさしく、おきゃくさまにもやさしい。,環境
イングヴァル・カンプラード,革新は、既存の方法を疑うことから始まる。,かくしんは、きぞんのほうほうをうたがうことからはじまる。,創造性
イングヴァル・カンプラード,家族の絆は、温かい住環境から育まれる。,かぞくのきずなは、あたたかいじゅうかんきょうからはぐくまれる。,家族
イングヴァル・カンプラード,挑戦することで、新しい可能性を見出すことができる。,ちょうせんすることで、あたらしいかのうせいをみいだすことができる。,挑戦
イングヴァル・カンプラード,目標を明確にし、それに向かって着実に歩み続ける。,もくひょうをめいかくにし、それにむかってちゃくじつにあゆみつづける。,目標設定
イングヴァル・カンプラード,希望を持ち続けることで、困難も乗り越えられる。,きぼうをもちつづけることで、こんなんものりこえられる。,希望
イングヴァル・カンプラード,チームワークにより、一人では成し遂げられない大きな目標を達成できる。,ちーむわーくにより、ひとりではなしとげられないおおきなもくひょうをたっせいできる。,チームワーク
イングヴァル・カンプラード,美しいデザインは、すべての人が享受すべき権利である。,うつくしいでざいんは、すべてのひとがきょうじゅすべきけんりである。,表現
イングヴァル・カンプラード,想像力は、既存の枠を超えた解決策を生み出す。,そうぞうりょくは、きぞんのわくをこえたかいけつさくをうみだす。,想像力
イングヴァル・カンプラード,顧客のニーズを理解し、それに応える製品を作る。,こきゃくのにーずをりかいし、それにこたえるせいひんをつくる。,成功
イングヴァル・カンプラード,持続可能な発展は、地球と人類の未来への責任である。,じぞくかのうなはってんは、ちきゅうとじんるいのみらいへのせきにんである。,未来
イングヴァル・カンプラード,自然との調和を保ちながら、人々の暮らしを豊かにする。,しぜんとのちょうわをたもちながら、ひとびとのくらしをゆたかにする。,調和
イングヴァル・カンプラード,逆境は、新しいアイデアを生み出す機会でもある。,ぎゃっきょうは、あたらしいあいであをうみだすきかいでもある。,逆境
イングヴァル・カンプラード,効率的なリーダーシップは、チーム全体の成功を導く。,こうりつてきなりーだーしっぷは、ちーむぜんたいのせいこうをみちびく。,リーダーシップ
ソクラテス,私が知っているのは、自分が何も知らないということだけだ。,わたしがしっているのは、じぶんがなにもしらないということだけだ。,知識
ソクラテス,吟味されない人生は生きるに値しない。,ぎんみされないじんせいはいきるにあたいしない。,哲学
ソクラテス,真の知恵は、自分の無知を認めることから始まる。,しんのちえは、じぶんのむちをみとめることからはじまる。,学び
ソクラテス,悪は無知から生まれる。知識こそが善への道である。,あくはむちからうまれる。ちしきこそがぜんへのみちである。,教養
ソクラテス,問いを発することで、真理に近づくことができる。,といをはっすることで、しんりにちかづくことができる。,哲学
ソクラテス,汝自身を知れ。それが最も重要な知識である。,なんじじしんをしれ。それがもっともじゅうようなちしきである。,知識
ソクラテス,徳のある人生こそが、真の幸福をもたらす。,とくのあるじんせいこそが、しんのこうふくをもたらす。,幸福
ソクラテス,友人とは、互いの魂を磨き合う存在である。,ゆうじんとは、たがいのたましいをみがきあうそんざいである。,友情
ソクラテス,死を恐れるのは、知らないことを知っていると思い込むことだ。,しをおそれるのは、しらないことをしっているとおもいこむことだ。,哲学
ソクラテス,対話を通じて、お互いの理解を深めることができる。,たいわをつうじて、おたがいのりかいをふかめることができる。,学び
ソクラテス,正義とは何かを追求することが、人間の使命である。,せいぎとはなにかをついきゅうすることが、にんげんのしめいである。,哲学
ソクラテス,挫折は、自分を見つめ直す機会を与えてくれる。,ざせつは、じぶんをみつめなおすきかいをあたえてくれる。,逆境
ソクラテス,感謝の心を持つことで、人生はより豊かになる。,かんしゃのこころをもつことで、じんせいはよりゆたかになる。,感謝
ソクラテス,成功とは、自分の魂を高めることである。,せいこうとは、じぶんのたましいをたかめることである。,成功
ソクラテス,愛とは、相手の魂の美しさを見出すことだ。,あいとは、あいてのたましいのうつくしさをみいだすことだ。,愛
ソクラテス,挑戦することで、自分の可能性を発見できる。,ちょうせんすることで、じぶんのかのうせいをはっけんできる。,挑戦
ソクラテス,知識を共有することで、社会全体が進歩する。,ちしきをきょうゆうすることで、しゃかいぜんたいがしんぽする。,進歩
エピクテトス,コントロールできることとできないことを区別せよ。,こんとろーるできることとできないことをくべつせよ。,哲学
エピクテトス,外的な出来事ではなく、それに対する判断が人を悩ませる。,がいてきなできごとではなく、それにたいするはんだんがひとをなやませる。,逆境
エピクテトス,真の自由は、内面の平静から生まれる。,しんのじゆうは、ないめんのへいせいからうまれる。,幸福
エピクテトス,困難は、精神を鍛える機会である。,こんなんは、せいしんをきたえるきかいである。,逆境
エピクテトス,他人の行動に一喜一憂せず、自分の行動に集中せよ。,たにんのこうどうにいっきいちゆうせず、じぶんのこうどうにしゅうちゅうせよ。,哲学
エピクテトス,感謝の心を持つことで、満足のいく人生を送れる。,かんしゃのこころをもつことで、まんぞくのいくじんせいをおくれる。,感謝
エピクテトス,学びは、一生続く旅である。,まなびは、いっしょうつづくたびである。,学び
エピクテトス,忍耐力は、人生における最大の武器である。,にんたいりょくは、じんせいにおけるさいだいのぶきである。,忍耐
エピクテトス,試練は、魂を成長させる糧となる。,しれんは、たましいをせいちょうさせるかてとなる。,挑戦
エピクテトス,知識を実践に移すことで、真の学びが完成する。,ちしきをじっせんにうつすことで、しんのまなびがかんせいする。,教養
エピクテトス,成功とは、自分の心を支配することである。,せいこうとは、じぶんのこころをしはいすることである。,成功
エピクテトス,理性を用いることで、感情に振り回されることがない。,りせいをもちいることで、かんじょうにふりまわされることがない。,哲学
