word,reading,meaning,example,type,category_id
発展拡大,はってんかくだい,発展し拡大すること,事業の発展拡大を目指している,四字熟語,15
進化発展,しんかはってん,進化し発展すること,人類の進化発展を研究している,四字熟語,15
勤勉刻苦,きんべんこっく,勤勉で苦労をいとわないこと,勤勉刻苦の精神で学問に励む,四字熟語,1
努力奮闘,どりょくふんとう,努力して奮闘すること,目標達成のため努力奮闘している,四字熟語,1
精励恪勤,せいれいかっきん,精を出して励み勤めること,精励恪勤で業務に取り組む,四字熟語,1
勤労精神,きんろうせいしん,勤労する精神,勤労精神を大切にして働いている,四字熟語,1
不断努力,ふだんどりょく,絶え間ない努力,不断努力で技能を向上させた,四字熟語,1
刻苦勉励,こっくべんれい,苦労をいとわず励むこと,刻苦勉励の日々を送っている,四字熟語,1
専心一意,せんしんいちい,一つのことに心を集中すること,研究に専心一意で取り組む,四字熟語,1
一心専念,いっしんせんねん,一つのことに心を専ら集中すること,試験勉強に一心専念した,四字熟語,1
全力投球,ぜんりょくとうきゅう,全力で取り組むこと,新事業に全力投球で挑んでいる,四字熟語,1
親友関係,しんゆうかんけい,親友の関係,長年の親友関係を大切にしている,四字熟語,2
友情深厚,ゆうじょうしんこう,友情が深いこと,学生時代からの友情深厚な関係,四字熟語,2
信頼友情,しんらいゆうじょう,信頼に基づく友情,信頼友情で結ばれた仲間たち,四字熟語,2
人間関係,にんげんかんけい,人と人との関係,良好な人間関係を築くことが大切だ,四字熟語,2
対人関係,たいじんかんけい,人に対する関係,対人関係のスキルを向上させる,四字熟語,2
社交関係,しゃこうかんけい,社交上の関係,広い社交関係を持っている,四字熟語,2
協調性重,きょうちょうせいじゅう,協調性を重視すること,チームワークには協調性重視が必要だ,四字熟語,2
相互理解,そうごりかい,互いに理解し合うこと,文化の相互理解を深めたい,四字熟語,2
意見交換,いけんこうかん,意見を交換すること,定期的な意見交換が重要だ,四字熟語,2
情報共有,じょうほうきょうゆう,情報を共有すること,チーム内の情報共有を図る,四字熟語,2
学問研究,がくもんけんきゅう,学問を研究すること,大学で学問研究に励んでいる,四字熟語,3
知識習得,ちしきしゅうとく,知識を習得すること,専門分野の知識習得に努める,四字熟語,3
学習意欲,がくしゅういよく,学習する意欲,子どもの学習意欲を高める工夫をする,四字熟語,3
研究熱心,けんきゅうねっしん,研究に熱心なこと,研究熱心な学者として知られている,四字熟語,3
学術研究,がくじゅつけんきゅう,学術的な研究,最先端の学術研究に取り組む,四字熟語,3
知的好奇,ちてきこうき,知的な好奇心,知的好奇心が旺盛な学生だ,四字熟語,3
探究心旺,たんきゅうしんおう,探究心が旺盛なこと,科学者としての探究心旺盛さが評価される,四字熟語,3
学識豊富,がくしきほうふ,学識が豊富なこと,学識豊富な教授から多くを学んだ,四字熟語,3
専門知識,せんもんちしき,専門的な知識,その分野の専門知識を活かして働く,四字熟語,3
理論研究,りろんけんきゅう,理論を研究すること,基礎的な理論研究に従事している,四字熟語,3
成功体験,せいこうたいけん,成功した体験,幼少期の成功体験が自信につながった,四字熟語,4
失敗教訓,しっぱいきょうくん,失敗から得る教訓,失敗教訓を次に活かすことが大切だ,四字熟語,4
勝負根性,しょうぶこんじょう,勝負に対する根性,勝負根性で困難に立ち向かう,四字熟語,4
競争意識,きょうそういしき,競争する意識,適度な競争意識が成長を促す,四字熟語,4
向上心強,こうじょうしんきょう,向上心が強いこと,向上心強い社員として評価されている,四字熟語,4
目標達成,もくひょうたっせい,目標を達成すること,チーム一丸となって目標達成を果たした,四字熟語,4
成果主義,せいかしゅぎ,成果を重視すること,会社は成果主義の人事制度を導入した,四字熟語,4
結果重視,けっかじゅうし,結果を重視すること,プロセスよりも結果重視の方針,四字熟語,4
業績向上,ぎょうせきこうじょう,業績を向上させること,全社一丸となって業績向上に努める,四字熟語,4
実績評価,じっせきひょうか,実績を評価すること,公正な実績評価制度を導入した,四字熟語,4
時間管理,じかんかんり,時間を管理すること,効率的な時間管理が成功の鍵だ,四字熟語,5
時機到来,じきとうらい,良い時期が来ること,新事業展開の時機到来を感じる,四字熟語,5
適時対応,てきじたいおう,適切な時に対応すること,市場変化への適時対応が必要だ,四字熟語,5
迅速対応,じんそくたいおう,迅速に対応すること,顧客からの要望に迅速対応する,四字熟語,5
即時判断,そくじはんだん,即座に判断すること,緊急時には即時判断が求められる,四字熟語,5
機会活用,きかいかつよう,機会を活用すること,チャンスの機会活用で成功を掴む,四字熟語,5
好機逸失,こうきいっしつ,良い機会を逃すこと,投資の好機逸失を後悔している,四字熟語,5
時節適応,じせつてきおう,時節に適応すること,季節の時節適応が健康維持に重要だ,四字熟語,5
計画実行,けいかくじっこう,計画を実行すること,綿密な計画実行で目標を達成した,四字熟語,5
効率追求,こうりつついきゅう,効率を追求すること,作業の効率追求で生産性を高める,四字熟語,5
自然保護,しぜんほご,自然を保護すること,地球環境の自然保護に取り組む,四字熟語,6
環境保全,かんきょうほぜん,環境を保全すること,美しい自然の環境保全が急務だ,四字熟語,6
生態系保,せいたいけいほ,生態系を保護すること,森林の生態系保護活動に参加する,四字熟語,6
四季変化,しきへんか,四季の変化,日本の四季変化の美しさを愛でる,四字熟語,6
自然現象,しぜんげんしょう,自然の現象,地震は恐ろしい自然現象の一つだ,四字熟語,6
気候変動,きこうへんどう,気候の変動,地球規模の気候変動が問題となっている,四字熟語,6
自然災害,しぜんさいがい,自然による災害,台風などの自然災害に備える必要がある,四字熟語,6
生物多様,せいぶつたよう,生物の多様性,生物多様性の保全が重要な課題だ,四字熟語,6
森林保護,しんりんほご,森林を保護すること,アマゾンの森林保護に国際協力が必要だ,四字熟語,6
海洋保全,かいようほぜん,海洋を保全すること,海洋保全のためプラスチック削減に取り組む,四字熟語,6
経済成長,けいざいせいちょう,経済が成長すること,持続可能な経済成長を目指す,四字熟語,7
財政政策,ざいせいせいさく,財政に関する政策,政府の財政政策が注目されている,四字熟語,7
金融政策,きんゆうせいさく,金融に関する政策,中央銀行の金融政策が経済に影響する,四字熟語,7
投資戦略,とうしせんりゃく,投資の戦略,長期的な投資戦略を立てる,四字熟語,7
資産運用,しさんうんよう,資産を運用すること,効果的な資産運用で老後に備える,四字熟語,7
事業拡大,じぎょうかくだい,事業を拡大すること,海外への事業拡大を検討している,四字熟語,7
利益追求,りえきついきゅう,利益を追求すること,適正な利益追求は企業の責務だ,四字熟語,7
コスト削,コストさくげん,コストを削減すること,無駄なコスト削減で収益改善を図る,四字熟語,7
市場開拓,しじょうかいたく,市場を開拓すること,新商品で市場開拓に挑戦する,四字熟語,7
競争優位,きょうそうゆうい,競争での優位性,技術力で競争優位を確立する,四字熟語,7
健康促進,けんこうそくしん,健康を促進すること,運動により健康促進を図る,四字熟語,8
体力増強,たいりょくぞうきょう,体力を増強すること,日々の訓練で体力増強に努める,四字熟語,8
精神安定,せいしんあんてい,精神が安定すること,瞑想により精神安定を保つ,四字熟語,8
心身調和,しんしんちょうわ,心と身体の調和,ヨガで心身調和を目指す,四字熟語,8
生活習慣,せいかつしゅうかん,生活の習慣,良い生活習慣が健康の基本だ,四字熟語,8
栄養バラ,えいようバランス,栄養のバランス,栄養バランスの取れた食事を心がける,四字熟語,8
運動不足,うんどうぶそく,運動が不足すること,現代人の運動不足が問題となっている,四字熟語,8
健康診断,けんこうしんだん,健康を診断すること,定期的な健康診断で病気の早期発見,四字熟語,8
病気予防,びょうきよぼう,病気を予防すること,適切な病気予防で健康寿命を延ばす,四字熟語,8
医療技術,いりょうぎじゅつ,医療の技術,最新の医療技術で難病治療に挑む,四字熟語,8
恋愛関係,れんあいかんけい,恋愛の関係,健全な恋愛関係を築くことが大切だ,四字熟語,9
結婚生活,けっこんせいかつ,結婚した生活,幸せな結婚生活を送っている,四字熟語,9
夫婦愛情,ふうふあいじょう,夫婦の愛情,深い夫婦愛情で結ばれている,四字熟語,9
家族愛護,かぞくあいご,家族を愛護すること,家族愛護の精神で家庭を大切にする,四字熟語,9
親子関係,おやこかんけい,親と子の関係,良好な親子関係を維持している,四字熟語,9
愛情表現,あいじょうひょうげん,愛情を表現すること,素直な愛情表現で相手に気持ちを伝える,四字熟語,9
情熱的恋,じょうねつてきこい,情熱的な恋,青春時代の情熱的恋愛を懐かしむ,四字熟語,9
永遠誓約,えいえんせいやく,永遠の誓約,結婚式で永遠誓約を交わした,四字熟語,9
愛情深化,あいじょうしんか,愛情が深まること,時間と共に愛情深化していく関係,四字熟語,9
真愛貫徹,しんあいかんてつ,真の愛を貫き通すこと,困難を乗り越えて真愛貫徹した,四字熟語,9
正義実現,せいぎじつげん,正義を実現すること,社会の正義実現のため活動する,四字熟語,10
公平公正,こうへいこうせい,公平で公正なこと,公平公正な審判で試合が行われた,四字熟語,10
道徳実践,どうとくじっせん,道徳を実践すること,日常生活での道徳実践が大切だ,四字熟語,10
倫理遵守,りんりじゅんしゅ,倫理を遵守すること,医師として倫理遵守を心がける,四字熟語,10
品格向上,ひんかくこうじょう,品格を向上させること,教養を身につけて品格向上を図る,四字熟語,10
人格者像,じんかくしゃぞう,人格者の理想像,尊敬される人格者像を目指している,四字熟語,10
良心発露,りょうしんはつろ,良心が現れること,困った人を見て良心発露で手助けした,四字熟語,10
善悪判断,ぜんあくはんだん,善と悪を判断すること,正しい善悪判断ができる人になりたい,四字熟語,10
道義責任,どうぎせきにん,道義的な責任,社会人としての道義責任を果たす,四字熟語,10
高潔精神,こうけつせいしん,高潔な精神,高潔精神を持って行動している,四字熟語,10
美的体験,びてきたいけん,美的な体験,美術館での美的体験に感動した,四字熟語,11
芸術創造,げいじゅつそうぞう,芸術を創造すること,画家として芸術創造に人生を捧げる,四字熟語,11
美的教養,びてききょうよう,美的な教養,美的教養を身につけるため芸術に親しむ,四字熟語,11
創作意欲,そうさくいよく,創作する意欲,新作への創作意欲が湧いてきた,四字熟語,11
表現技法,ひょうげんぎほう,表現の技法,独自の表現技法で注目を集める,四字熟語,11
美術鑑賞,びじゅつかんしょう,美術を鑑賞すること,休日は美術鑑賞を楽しんでいる,四字熟語,11
芸術価値,げいじゅつかち,芸術の価値,その作品の芸術価値は計り知れない,四字熟語,11
美的感性,びてきかんせい,美に対する感性,優れた美的感性を持つデザイナー,四字熟語,11
創造精神,そうぞうせいしん,創造する精神,芸術家の創造精神に学ぶことが多い,四字熟語,11
美的追求,びてきついきゅう,美を追求すること,生涯をかけて美的追求を続けた,四字熟語,11
勇気表現,ゆうきひょうげん,勇気を表現すること,困難に立ち向かう勇気表現が感動を呼んだ,四字熟語,12
決断勇気,けつだんゆうき,決断する勇気,重要な局面での決断勇気が試される,四字熟語,12
挑戦精神,ちょうせんせいしん,挑戦する精神,新しいことへの挑戦精神を大切にしたい,四字熟語,12
冒険心旺,ぼうけんしんおう,冒険心が旺盛なこと,若者らしい冒険心旺盛さで世界を旅する,四字熟語,12
勇敢行為,ゆうかんこうい,勇敢な行為,人命救助の勇敢行為で表彰された,四字熟語,12
英雄的行,えいゆうてきこう,英雄的な行動,戦場での英雄的行動が語り継がれている,四字熟語,12
果敢実行,かかんじっこう,果敢に実行すること,計画を果敢実行に移した,四字熟語,12
勇気凛然,ゆうきりんぜん,勇気に満ちて毅然としていること,困難に立ち向かう勇気凛然とした姿,四字熟語,12
決意表明,けついひょうめい,決意を表明すること,新年に目標達成の決意表明をした,四字熟語,12
意志貫徹,いしかんてつ,意志を貫き通すこと,最後まで意志貫徹で目標を達成した,四字熟語,12
協力関係,きょうりょくかんけい,協力する関係,部署間の協力関係を強化する,四字熟語,13
団体競技,だんたいきょうぎ,団体で行う競技,サッカーは代表的な団体競技だ,四字熟語,13
共同責任,きょうどうせきにん,共同の責任,プロジェクトメンバー全員の共同責任だ,四字熟語,13
集団行動,しゅうだんこうどう,集団での行動,規律ある集団行動が求められる,四字熟語,13
組織運営,そしきうんえい,組織を運営すること,効率的な組織運営を心がけている,四字熟語,13
チーム一,チームいったい,チームが一体となること,チーム一体となって目標に向かう,四字熟語,13
連携協調,れんけいきょうちょう,連携し協調すること,部門間の連携協調で成果を上げた,四字熟語,13
協働体制,きょうどうたいせい,協働する体制,官民の協働体制で事業を推進する,四字熟語,13
共助精神,きょうじょせいしん,共に助け合う精神,地域の共助精神で災害を乗り越えた,四字熟語,13
結束力強,けっそくりょくきょう,結束力が強いこと,チームの結束力強化で勝利を掴んだ,四字熟語,13
困難克服,こんなんこくふく,困難を克服すること,チーム一丸となって困難克服に取り組む,四字熟語,14
逆境克服,ぎゃっきょうこくふく,逆境を克服すること,不屈の精神で逆境克服を果たした,四字熟語,14
試練克服,しれんこくふく,試練を克服すること,人生の試練克服で成長することができた,四字熟語,14
苦難克服,くなんこくふく,苦難を克服すること,家族の支えで苦難克服を成し遂げた,四字熟語,14
忍耐克服,にんたいこくふく,忍耐により克服すること,長期間の忍耐克服で目標を達成した,四字熟語,14
困窮克服,こんきゅうこくふく,困窮を克服すること,努力により困窮克服を実現した,四字熟語,14
障害克服,しょうがいこくふく,障害を克服すること,身体の障害克服で社会復帰を果たした,四字熟語,14
苦痛克服,くつうこくふく,苦痛を克服すること,病気の苦痛克服で回復への道筋をつけた,四字熟語,14
困難耐忍,こんなんたいにん,困難に耐え忍ぶこと,長期間の困難耐忍で成果を得た,四字熟語,14
苦労辛抱,くろうしんぼう,苦労し辛抱すること,若い頃の苦労辛抱が後の成功につながった,四字熟語,14
技術進歩,ぎじゅつしんぽ,技術が進歩すること,AI技術進歩により社会が変化している,四字熟語,15
社会変革,しゃかいへんかく,社会を変革すること,デジタル化による社会変革が進んでいる,四字熟語,15
文化発展,ぶんかはってん,文化が発展すること,国際交流により文化発展が促進された,四字熟語,15
制度改革,せいどかいかく,制度を改革すること,教育制度改革の必要性が議論されている,四字熟語,15
組織変革,そしきへんかく,組織を変革すること,企業の組織変革で競争力を強化する,四字熟語,15
社会進歩,しゃかいしんぽ,社会が進歩すること,科学技術の発展で社会進歩が加速している,四字熟語,15
文明発達,ぶんめいはったつ,文明が発達すること,人類の文明発達の歴史を学ぶ,四字熟語,15
進歩発達,しんぽはったつ,進歩し発達すること,医学の進歩発達で多くの命が救われている,四字熟語,15
発展成長,はってんせいちょう,発展し成長すること,企業の発展成長を支援する制度,四字熟語,15
変化成長,へんかせいちょう,変化し成長すること,環境の変化成長に適応する能力が必要だ,四字熟語,15
勤勉誠実,きんべんせいじつ,勤勉で誠実なこと,勤勉誠実な働きぶりが評価された,四字熟語,1
努力継続,どりょくけいぞく,努力を継続すること,毎日の努力継続が成功への道筋だ,四字熟語,1
専念集中,せんねんしゅうちゅう,専念して集中すること,研究に専念集中して取り組む,四字熟語,1
真摯努力,しんしどりょく,真摯に努力すること,目標達成のため真摯努力を続ける,四字熟語,1
熱心勤勉,ねっしんきんべん,熱心で勤勉なこと,熱心勤勉な学習態度で成績が向上した,四字熟語,1
意欲満々,いよくまんまん,意欲に満ちていること,新プロジェクトに意欲満々で取り組む,四字熟語,1
精進努力,しょうじんどりょく,精進して努力すること,技術向上のため精進努力を重ねる,四字熟語,1
真面目勤,まじめきん,真面目で勤勉なこと,真面目勤勉な性格で信頼されている,四字熟語,1
不屈努力,ふくつどりょく,屈しない努力,不屈努力で困難を乗り越えた,四字熟語,1
粉骨砕身,ふんこつさいしん,骨身を惜しまず努力すること,会社のため粉骨砕身で働いた,四字熟語,1
人情味厚,にんじょうみあつ,人情に厚いこと,人情味厚い店主として地域に愛されている,四字熟語,2
温情厚誼,おんじょうこうぎ,温かい情けと厚い誼,長年の温情厚誼に感謝している,四字熟語,2
親切丁寧,しんせつていねい,親切で丁寧なこと,親切丁寧な接客で顧客満足度が向上した,四字熟語,2
思いやり深,おもいやりふか,思いやりが深いこと,思いやり深い看護師として患者に慕われている,四字熟語,2
心温人情,しんおんにんじょう,心温かい人情,故郷の心温人情が懐かしい,四字熟語,2
情け深厚,なさけしんこう,情けが深いこと,母の情け深厚な愛情に包まれて育った,四字熟語,2
慈愛深情,じあいしんじょう,慈愛が深いこと,祖母の慈愛深情な眼差しを思い出す,四字熟語,2
優しさ満,やさしさまん,優しさに満ちていること,彼女の優しさ満点な性格に癒される,四字熟語,2
温和親切,おんわしんせつ,温和で親切なこと,温和親切な人柄で誰からも好かれている,四字熟語,2
真心込愛,まごころこめあい,真心を込めた愛情,真心込愛で子どもを育てている,四字熟語,2
博識見聞,はくしきけんぶん,広い知識と見聞,博識見聞の学者として尊敬されている,四字熟語,3
学識経験,がくしきけいけん,学識と経験,豊富な学識経験を活かして指導にあたる,四字熟語,3
知見拡大,ちけんかくだい,知見を拡大すること,海外研修で知見拡大を図った,四字熟語,3
見識向上,けんしきこうじょう,見識を向上させること,読書により見識向上に努めている,四字熟語,3
教養向上,きょうようこうじょう,教養を向上させること,美術鑑賞で教養向上を目指す,四字熟語,3
知性磨礪,ちせいまれい,知性を磨くこと,日々の学習で知性磨礪に励む,四字熟語,3
学問向上,がくもんこうじょう,学問を向上させること,研究により学問向上を図っている,四字熟語,3
知識増進,ちしきぞうしん,知識を増進すること,専門書の読書で知識増進に努める,四字熟語,3
見聞拡大,けんぶんかくだい,見聞を拡大すること,旅行により見聞拡大を図る,四字熟語,3
智慧開発,ちえかいはつ,智慧を開発すること,瞑想により智慧開発を行う,四字熟語,3
勝利確信,しょうりかくしん,勝利を確信すること,チーム一丸となって勝利確信で挑む,四字熟語,4
成果期待,せいかきたい,成果を期待すること,新商品の成果期待で投資を決定した,四字熟語,4
目標必達,もくひょうひったつ,目標を必ず達成すること,営業部の目標必達を掲げて頑張る,四字熟語,4
達成意欲,たっせいいよく,達成する意欲,高い達成意欲で困難な課題に取り組む,四字熟語,4
成功願望,せいこうがんぼう,成功への願望,強い成功願望が原動力となっている,四字熟語,4
勝負執念,しょうぶしゅうねん,勝負への執念,勝負執念で最後まで諦めない,四字熟語,4
挑戦意欲,ちょうせんいよく,挑戦する意欲,新分野への挑戦意欲に燃えている,四字熟語,4
競争心理,きょうそうしんり,競争する心理,適度な競争心理が成長を促進する,四字熟語,4
向上志向,こうじょうしこう,向上しようとする志向,常に向上志向を持って取り組む,四字熟語,4
前進意欲,ぜんしんいよく,前進する意欲,困難に負けない前進意欲で道を切り開く,四字熟語,4
好機到来,こうきとうらい,良い機会が到来すること,ついに好機到来のときが来た,四字熟語,5
時宜適切,じぎてきせつ,時宜にかなって適切なこと,時宜適切な判断で危機を回避した,四字熟語,5
適時適所,てきじてきしょ,適切な時と場所,適時適所での対応が成功の鍵だ,四字熟語,5
機敏対応,きびんたいおう,機敏に対応すること,市場変化への機敏対応で優位に立つ,四字熟語,5
迅速処理,じんそくしょり,迅速に処理すること,顧客要望の迅速処理でサービス向上,四字熟語,5
即応態勢,そくおうたいせい,即座に応じる態勢,緊急事態への即応態勢を整える,四字熟語,5
効率重視,こうりつじゅうし,効率を重視すること,作業の効率重視で生産性向上を図る,四字熟語,5
時間効率,じかんこうりつ,時間の効率,時間効率を高めて成果を最大化する,四字熟語,5
計画的行,けいかくてきこう,計画的な行動,計画的行動で目標達成の確率を高める,四字熟語,5
段階的実,だんかいてきじつ,段階的な実行,段階的実行で確実に成果を積み上げる,四字熟語,5
自然愛護,しぜんあいご,自然を愛護すること,美しい自然愛護の心を大切にしたい,四字熟語,6
環境調和,かんきょうちょうわ,環境との調和,開発と環境調和の両立を目指す,四字熟語,6
生態保護,せいたいほご,生態を保護すること,希少動物の生態保護活動に参加する,四字熟語,6
自然回復,しぜんかいふく,自然が回復すること,森林の自然回復力に期待している,四字熟語,6
環境改善,かんきょうかいぜん,環境を改善すること,大気汚染の環境改善に取り組む,四字熟語,6
気候安定,きこうあんてい,気候が安定すること,地球の気候安定化が急務の課題だ,四字熟語,6
自然共生,しぜんきょうせい,自然との共生,人間と自然共生の社会を目指す,四字熟語,6
生物保護,せいぶつほご,生物を保護すること,絶滅危惧種の生物保護が重要だ,四字熟語,6
森林再生,しんりんさいせい,森林を再生すること,伐採地の森林再生事業に協力する,四字熟語,6
自然保全,しぜんほぜん,自然を保全すること,国立公園の自然保全に努めている,四字熟語,6
資金調達,しきんちょうたつ,資金を調達すること,新事業の資金調達に成功した,四字熟語,7
収益向上,しゅうえきこうじょう,収益を向上させること,効率化により収益向上を実現した,四字熟語,7
利潤追求,りじゅんついきゅう,利潤を追求すること,適正な利潤追求で企業成長を図る,四字熟語,7
経営効率,けいえいこうりつ,経営の効率,経営効率の改善で競争力を強化する,四字熟語,7
事業発展,じぎょうはってん,事業が発展すること,地域密着型の事業発展を目指す,四字熟語,7
商業繁栄,しょうぎょうはんえい,商業が繁栄すること,商店街の商業繁栄を願っている,四字熟語,7
経済活性,けいざいかっせい,経済が活性化すること,地方の経済活性化策を検討する,四字熟語,7
市場拡大,しじょうかくだい,市場を拡大すること,海外市場拡大で売上増加を図る,四字熟語,7
財務健全,ざいむけんぜん,財務が健全なこと,企業の財務健全性を重視している,四字熟語,7
投資効果,とうしこうか,投資の効果,設備投資効果が業績に現れている,四字熟語,7
生活改善,せいかつかいぜん,生活を改善すること,健康のため生活改善に取り組む,四字熟語,8
健康維持,けんこういじ,健康を維持すること,適度な運動で健康維持に努めている,四字熟語,8
体調管理,たいちょうかんり,体調を管理すること,規則正しい体調管理が大切だ,四字熟語,8
精神健康,せいしんけんこう,精神が健康なこと,ストレス解消で精神健康を保つ,四字熟語,8
心身健全,しんしんけんぜん,心身が健全なこと,心身健全な発育を願っている,四字熟語,8
栄養充実,えいようじゅうじつ,栄養が充実していること,バランスの取れた栄養充実な食事,四字熟語,8
運動習慣,うんどうしゅうかん,運動の習慣,健康のため運動習慣を身につける,四字熟語,8
休養充実,きゅうようじゅうじつ,休養が充実していること,週末の休養充実で疲労回復を図る,四字熟語,8
健康増進,けんこうぞうしん,健康を増進すること,予防医学で健康増進を目指す,四字熟語,8
長寿健康,ちょうじゅけんこう,長寿で健康なこと,祖父母の長寿健康を祈っている,四字熟語,8
愛情育成,あいじょういくせい,愛情を育成すること,家族の愛情育成に努めている,四字熟語,9
恋愛成就,れんあいじょうじゅ,恋愛が成就すること,長年の想いが恋愛成就となった,四字熟語,9
結婚幸福,けっこんこうふく,結婚による幸福,結婚幸福な生活を送っている,四字熟語,9
家庭円満,かていえんまん,家庭が円満なこと,家族全員で家庭円満を築いている,四字熟語,9
夫婦和合,ふうふわごう,夫婦が和合すること,長年の夫婦和合の秘訣を聞いた,四字熟語,9
親子愛情,おやこあいじょう,親子の愛情,深い親子愛情で結ばれている,四字熟語,9
家族絆深,かぞくきずなふか,家族の絆が深いこと,困難を乗り越えて家族絆深まった,四字熟語,9
愛情表現,あいじょうひょうげん,愛情を表現すること,率直な愛情表現で気持ちを伝える,四字熟語,9
情愛深化,じょうあいしんか,情愛が深まること,年月と共に情愛深化していく,四字熟語,9
永遠愛約,えいえんあいやく,永遠の愛の約束,結婚式で永遠愛約を交わした,四字熟語,9
正義貫徹,せいぎかんてつ,正義を貫き通すこと,不正に屈せず正義貫徹を目指す,四字熟語,10
公正実現,こうせいじつげん,公正を実現すること,社会の公正実現のため活動する,四字熟語,10
道徳向上,どうとくこうじょう,道徳を向上させること,教育により道徳向上を図る,四字熟語,10
品性修養,ひんせいしゅうよう,品性を修養すること,読書により品性修養に励む,四字熟語,10
人格向上,じんかくこうじょう,人格を向上させること,経験により人格向上を図っている,四字熟語,10
良心実践,りょうしんじっせん,良心を実践すること,日常での良心実践を心がける,四字熟語,10
倫理実行,りんりじっこう,倫理を実行すること,医師として倫理実行を重視する,四字熟語,10
誠実履行,せいじつりこう,誠実に履行すること,約束の誠実履行で信頼を得る,四字熟語,10
正直実行,しょうじきじっこう,正直に実行すること,正直実行の姿勢で取り組む,四字熟語,10
善行実践,ぜんこうじっせん,善行を実践すること,毎日の善行実践を心がけている,四字熟語,10
美的感動,びてきかんどう,美的な感動,芸術作品の美的感動に涙した,四字熟語,11
創作表現,そうさくひょうげん,創作による表現,独自の創作表現で注目を集める,四字熟語,11
芸術理解,げいじゅつりかい,芸術を理解すること,現代美術の芸術理解に努めている,四字熟語,11
美的向上,びてきこうじょう,美的なものを向上させること,デザインの美的向上を図る,四字熟語,11
創造活動,そうぞうかつどう,創造する活動,アーティストの創造活動に感動した,四字熟語,11
表現技術,ひょうげんぎじゅつ,表現する技術,独特の表現技術で評価されている,四字熟語,11
美術教育,びじゅつきょういく,美術の教育,子どもの美術教育に力を入れている,四字熟語,11
芸術振興,げいじゅつしんこう,芸術を振興すること,地域の芸術振興に貢献している,四字熟語,11
文化創造,ぶんかそうぞう,文化を創造すること,新しい文化創造に挑戦している,四字熟語,11
美的体験,びてきたいけん,美的な体験,海外旅行での美的体験が印象的だった,四字熟語,11
勇敢挑戦,ゆうかんちょうせん,勇敢に挑戦すること,未知の分野への勇敢挑戦を決意した,四字熟語,12
果敢決行,かかんけっこう,果敢に決行すること,困難な計画を果敢決行した,四字熟語,12
勇気決断,ゆうきけつだん,勇気を持って決断すること,重要な局面での勇気決断が必要だ,四字熟語,12
英断実行,えいだんじっこう,英断を実行すること,経営陣の英断実行で会社が復活した,四字熟語,12
決意実行,けついじっこう,決意を実行すること,新年の決意実行で目標達成を目指す,四字熟語,12
意志強固,いしきょうこ,意志が強固なこと,意志強固で困難を乗り越えた,四字熟語,12
決断力強,けつだんりょくきょう,決断力が強いこと,リーダーの決断力強化が必要だ,四字熟語,12
勇気表現,ゆうきひょうげん,勇気を表現すること,困難に立ち向かう勇気表現が感動的だった,四字熟語,12
果断決意,かだんけつい,果断な決意,果断決意で新事業に乗り出した,四字熟語,12
勇敢精神,ゆうかんせいしん,勇敢な精神,勇敢精神で危険に立ち向かった,四字熟語,12
団結協力,だんけつきょうりょく,団結して協力すること,全員の団結協力で成功を収めた,四字熟語,13
共同努力,きょうどうどりょく,共同で努力すること,チームの共同努力で目標を達成した,四字熟語,13
協力支援,きょうりょくしえん,協力して支援すること,被災地への協力支援を行った,四字熟語,13
連携強化,れんけいきょうか,連携を強化すること,部門間の連携強化で効率を向上させた,四字熟語,13
組織結束,そしきけっそく,組織が結束すること,危機を乗り越えて組織結束が強まった,四字熟語,13
集団結束,しゅうだんけっそく,集団が結束すること,困難に直面して集団結束力が高まった,四字熟語,13
協働推進,きょうどうすいしん,協働を推進すること,官民の協働推進で事業が進展した,四字熟語,13
共助体制,きょうじょたいせい,共助の体制,地域の共助体制で災害に備える,四字熟語,13
団体協力,だんたいきょうりょく,団体で協力すること,関係団体協力のもと事業を実施した,四字熟語,13
連帯強化,れんたいきょうか,連帯を強化すること,国際社会の連帯強化が求められている,四字熟語,13
困難耐忍,こんなんたいにん,困難に耐え忍ぶこと,長期間の困難耐忍で成果を得た,四字熟語,14
試練克服,しれんこくふく,試練を克服すること,人生の試練克服で人間として成長した,四字熟語,14
苦難乗越,くなんのりこえ,苦難を乗り越えること,家族の支えで苦難乗越を果たした,四字熟語,14
逆境克服,ぎゃっきょうこくふく,逆境を克服すること,不屈の精神で逆境克服を成し遂げた,四字熟語,14
困窮克服,こんきゅうこくふく,困窮を克服すること,努力により困窮克服を実現した,四字熟語,14
苦痛克服,くつうこくふく,苦痛を克服すること,病気の苦痛克服で希望を見出した,四字熟語,14
障害克服,しょうがいこくふく,障害を克服すること,身体障害克服で社会復帰を果たした,四字熟語,14
忍耐貫徹,にんたいかんてつ,忍耐を貫き通すこと,長期間の忍耐貫徹で目標を達成した,四字熟語,14
辛抱強化,しんぼうきょうか,辛抱を強化すること,修行により辛抱強化を図った,四字熟語,14
我慢強化,がまんきょうか,我慢を強化すること,困難な状況で我慢強化の必要性を感じた,四字熟語,14
社会進歩,しゃかいしんぽ,社会が進歩すること,科学技術により社会進歩が加速している,四字熟語,15
文明発展,ぶんめいはってん,文明が発展すること,人類の文明発展の歴史を学ぶ,四字熟語,15
技術発達,ぎじゅつはったつ,技術が発達すること,AI技術発達で社会構造が変化している,四字熟語,15
